Type,Star,Mini Name,Chill,Flow,Rush,Beat,Vibe,,CbMlt,FvMlt,FvTim,FvFil,L1 Stats,Chill,Flow,Rush,Beat,Vibe,,CbMlt,FvMlt,FvTim,FvFil,Song Target
Flow,1,nanobii,35,60,,,,,24,,,,,7,12,,,,,6,,,,"[""2NITE by nanobii"",""2NITE (Hard) by nanobii"",""All I Want by nanobii"",""All I Want (Hard) by nanobii"",""Bubble Beam by nanobii"",""Bubble Beam (Hard) by nanobii"",""Chipland by nanobii"",""Chipland (Hard) by nanobii"",""Chipland (Easy) by nanobii"",""Rainbow Road by nanobii"",""Rainbow Road (Hard) by nanobii"",""Rainbow Road (Easy) by nanobii""]"
Vibe,2,Ringmaster Roxie,,,35,,65,,,24,,,,,,7,,13,,,6,,,"[""Summer Met With a Meteor Shower by Chroma"",""Summer Met With a Meteor Shower (Hard) by Chroma"",""Summer Time Lover by Yui Shimada [Nash Music Library]"",""Summer Time Lover (Hard) by Yui Shimada [Nash Music Library]"",""Summer Supernova by coda"",""Summer Supernova (Hard) by coda"",""Clouds in the Blue by Camellia"",""Clouds in the Blue (Hard) by Camellia"",""CICADA3302 [EXTENDED CUT] by Camellia"",""CICADA3302 [EXTENDED CUT] (Hard) by Camellia"",""Cloud 9 by Itro & Tobu"",""Cloud 9 (Hard) by Itro & Tobu"",""Sky Gazer by ARForest"",""Sky Gazer (Hard) by ARForest"",""Sky Gazer (Easy) by ARForest"",""Summer Met With a Meteor Shower (Easy) by Chroma"",""Brain Power by NOMA"",""Brain Power (Hard) by NOMA"",""Brain Power (Easy) by NOMA"",""Brain Power (Cranky Remix) by NOMA (Remixed by Cranky)"",""Brain Power (Cranky Remix) (Hard) by NOMA (Remixed by Cranky)"",""Brain Power (Cranky Remix) (Easy) by NOMA (Remixed by Cranky)"",""Lake Attitash by tv room"",""Lake Attitash (Hard) by tv room"",""Lake Attitash (Easy) by tv room"",""Crunchy Crown Coaster by Kobaryo"",""Crunchy Crown Coaster (Hard) by Kobaryo"",""Step to Sky by EmoCosine"",""Step to Sky (Hard) by EmoCosine"",""Step to Sky (Easy) by EmoCosine"",""Let's Jump! by you (feat. nayuta)"",""Let's Jump! (Hard) by you (feat. nayuta)"",""Let's Jump! (Easy) by you (feat. nayuta)"",""midnight crisis by AAAA"",""midnight crisis (Hard) by AAAA"",""Lord of Ashes by Lappy"",""Lord of Ashes (Hard) by Lappy"",""GUNK by Similar Outskirts"",""GUNK (Hard) by Similar Outskirts""]"
Beat,1,Kagetora,25,,,65,,,,,,28,,5,,,13,,,,,,7,"[""Aspiration by Kagetora"",""Aspiration (Hard) by Kagetora"",""CRITICATION by Kagetora"",""CRITICATION (Hard) by Kagetora"",""Fractal construction by Kagetora & ikaruga_nex"",""Fractal construction (Hard) by Kagetora & ikaruga_nex"",""Glorious by Kagetora & Ashrount"",""Glorious (Hard) by Kagetora & Ashrount"",""Time to beat the odds by Kagetora"",""Time to beat the odds (Hard) by Kagetora"",""Time to beat the odds (Easy) by Kagetora"",""Nobody can stop me [EXTENDED CUT] by Kagetora"",""Nobody can stop me [EXTENDED CUT] (Hard) by Kagetora"",""Gambler by Kagetora"",""Gambler (Hard) by Kagetora"",""natura by Rebellions (Qayo + Kagetora)"",""natura (Hard) by Rebellions (Qayo + Kagetora)""]"
Beat,1,Dark Cat,,,,55,15,,,,,20,,,,,11,3,,,,,5,"[""BUBBLE TEA by dark cat (feat. juu & cinders)"",""BUBBLE TEA (Hard) by dark cat (feat. juu & cinders)"",""BUBBLE TEA (Easy) by dark cat (feat. juu & cinders)"",""LOVERS' OASIS by dark cat"",""LOVERS' OASIS (Hard) by dark cat"",""LOVERS' OASIS (Easy) by dark cat"",""HOT CHOCOLATE by dark cat"",""HOT CHOCOLATE (Hard) by dark cat"",""HOT CHOCOLATE (Easy) by dark cat"",""BANANA STREET by dark cat"",""BANANA STREET (Hard) by dark cat"",""BANANA STREET (Easy) by dark cat"",""YOU'RE EVERYTHING by dark cat (feat. juu)"",""YOU'RE EVERYTHING (Hard) by dark cat (feat. juu)"",""BLISS by dark cat (feat. JHACS)"",""BLISS (Hard) by dark cat (feat. JHACS)"",""ELINE by dark cat"",""ELINE (Hard) by dark cat"",""NO STOPPING US by dark cat (feat. Jenny)"",""NO STOPPING US (Hard) by dark cat (feat. Jenny)"",""NO STOPPING US (Similar Outskirts Remix) [EXTENDED CUT] by dark cat feat. Jenny (Remixed by Similar Outskirts)"",""NO STOPPING US (Similar Outskirts Remix) [EXTENDED CUT] (Hard) by dark cat feat. Jenny (Remixed by Similar Outskirts)""]"
Flow,1,Ardolf,,55,,15,,,,24,,,,,11,,3,,,,6,,,"[""Dark Dungeon by Ardolf"",""Dark Dungeon (Hard) by Ardolf"",""Varcolac by Ardolf"",""Varcolac (Hard) by Ardolf"",""Escape Reality by Ardolf"",""Escape Reality (Hard) by Ardolf"",""Varcolac (Easy) by Ardolf"",""Teleport me to your soul by Ardolf"",""Teleport me to your soul (Hard) by Ardolf"",""Chromatic by Ardolf"",""Chromatic (Hard) by Ardolf"",""Area XVIII by Ardolf vs. Egg Yolk"",""Area XVIII (Hard) by Ardolf vs. Egg Yolk"",""Area XVIII (Easy) by Ardolf vs. Egg Yolk"",""Aspiration by Ardolf"",""Aspiration (Hard) by Ardolf"",""Dark Dungeon (Easy) by Ardolf"",""Rainbow Raceway by Ardolf"",""Rainbow Raceway (Hard) by Ardolf"",""Teleport me to your soul (Easy) by Ardolf"",""Until the end of time by Ardolf"",""Until the end of time (Hard) by Ardolf"",""Until the end of time (Easy) by Ardolf"",""Challenge Letter by Ardolf"",""Challenge Letter (Hard) by Ardolf"",""Energy Elixir by Ardolf"",""Energy Elixir (Hard) by Ardolf"",""Rotanautica by Ardolf"",""Rotanautica (Hard) by Ardolf"",""Rotanautica (Easy) by Ardolf"",""(terminate.) [EXTENDED CUT] by Ardolf"",""(terminate.) [EXTENDED CUT] (Hard) by Ardolf"",""Enchanted Lullaby by Ardolf"",""Enchanted Lullaby (Hard) by Ardolf""]"
Flow,2,24kGoldn,35,60,,,,,24,,,,,7,12,,,,,6,,,,
Rush,1,Juggernaut,,,70,,,,,,28,,,,,14,,,,,,7,,"[""Last Judgement by Laur [LAUR1200] vs Juggernaut"",""Last Judgement (Hard) by Laur [LAUR1200] vs Juggernaut"",""Devotion by Juggernaut"",""Devotion (Hard) by Juggernaut"",""Devotion (Easy) by Juggernaut"",""Landscape by Juggernaut"",""Landscape (Hard) by Juggernaut"",""Lost Dream by Juggernaut (feat. Hoshina Haru from i-robo)"",""Lost Dream (Hard) by Juggernaut (feat. Hoshina Haru from i-robo)"",""Lost Dream (Easy) by Juggernaut (feat. Hoshina Haru from i-robo)"",""NiRVANA by Juggernaut"",""NiRVANA (Hard) by Juggernaut"",""Revenant by Juggernaut"",""Revenant (Hard) by Juggernaut"",""Remember by Juggernaut"",""Remember (Hard) by Juggernaut"",""Apocaliptix //-Another-// by Juggernaut"",""Apocaliptix //-Another-// (Hard) by Juggernaut"",""Apocaliptix //-Another-// (Easy) by Juggernaut"",""Balthazar [EXTENDED CUT] by Juggernaut"",""Balthazar [EXTENDED CUT] (Hard) by Juggernaut"",""Diva by Juggernaut"",""Diva (Hard) by Juggernaut"",""Summer by Juggernaut"",""Summer (Hard) by Juggernaut"",""Retaliation by Juggernaut"",""Retaliation (Hard) by Juggernaut""]"
Chill,2,Apocalypse Survivor Starlet,70,,,35,,,28,,,,,14,,,7,,,7,,,,"[""Exit This Earth's Atomosphere by Camellia"",""Exit This Earth's Atomosphere (Hard) by Camellia"",""Time Leaper by Hinkik"",""Time Leaper (Hard) by Hinkik"",""Exit This Earth's Atomosphere (Camellia's 'Planetary//200step' Remix) [EXTENDED CUT] by Camellia"",""Exit This Earth's Atomosphere (Camellia's 'Planetary//200step' Remix) [EXTENDED CUT] (Hard) by Camellia"",""Part of History by Tobu"",""Part of History (Hard) by Tobu"",""Inferno City by Ponchi feat. haxchi [MisoilePunch]"",""Inferno City (Hard) by Ponchi feat. haxchi [MisoilePunch]"",""Lightspeed by Waterflame"",""Lightspeed (Hard) by Waterflame"",""Postliminium by ARForest"",""Postliminium (Hard) by ARForest"",""Postliminium (Easy) by ARForest"",""Sky Gazer by ARForest"",""Sky Gazer (Hard) by ARForest"",""Sky Gazer (Easy) by ARForest"",""Villain Virus by Kobaryo (feat. Cametek)"",""Villain Virus (Hard) by Kobaryo (feat. Cametek)"",""A City That Rejoices In Love by Chroma"",""A City That Rejoices In Love (Hard) by Chroma"",""Midnight Challenge by EmoCosine"",""Midnight Challenge (Hard) by EmoCosine"",""galvanical onEshot by seatrus"",""galvanical onEshot (Hard) by seatrus"",""galvanical onEshot (Easy) by seatrus"",""Apocaliptix //-Another-// by Juggernaut"",""Apocaliptix //-Another-// (Hard) by Juggernaut"",""Apocaliptix //-Another-// (Easy) by Juggernaut""]"
Chill,2,Lester,75,10,,,,,,,40,,,15,2,,,,,,,10,,"[""Null by AlphaTux [Project : RUSHER]"",""Null (Hard) by AlphaTux [Project : RUSHER]"",""Null (Easy) by AlphaTux [Project : RUSHER]"",""SURREAL by RISK [Project : RUSHER]"",""SURREAL (Hard) by RISK [Project : RUSHER]"",""WORLD RESET by RISK [Project : RUSHER]"",""WORLD RESET (Hard) by RISK [Project : RUSHER]"",""SKiBIDI SLiCERS by Tatsuoto vs. FrankleAnkles [Project : RUSHER]"",""SKiBIDI SLiCERS (Hard) by Tatsuoto vs. FrankleAnkles [Project : RUSHER]"",""SKiBIDI SLiCERS (Easy) by Tatsuoto vs. FrankleAnkles [Project : RUSHER]"",""SKiBIDI SLiCERS (OMEGA SiGMA+++++++++++ VIP) by Tatsuoto vs. FrankleAnkles (feat. Golden Freddy) [Project : RUSHER]"",""SKiBIDI SLiCERS (OMEGA SiGMA+++++++++++ VIP) (Hard) by Tatsuoto vs. FrankleAnkles (feat. Golden Freddy) [Project : RUSHER]""]"
Flow,1,Snail's House,15,70,,,,,32,,,,,3,14,,,,,8,,,,"[""hot milk by Snail's House"",""hot milk (Hard) by Snail's House"",""Imaginary Express by Snail's House"",""Imaginary Express (Hard) by Snail's House"",""Imaginary Express (Easy) by Snail's House"",""Pastel by Snail's House x Moe Shop"",""Pastel (Hard) by Snail's House x Moe Shop"",""ra-mu-ne by Snail's House"",""ra-mu-ne (Hard) by Snail's House"",""Subspace Drive by Snail's House"",""Subspace Drive (Hard) by Snail's House"",""chocolate island by Snail's House"",""chocolate island (Hard) by Snail's House"",""Hoshizora by Snail's House"",""Hoshizora (Hard) by Snail's House"",""Biscuit Funk by Snail's House"",""Biscuit Funk (Hard) by Snail's House"",""FUSION by Snail's House"",""FUSION (Hard) by Snail's House"",""PIXELIZE by Snail's House"",""PIXELIZE (Hard) by Snail's House"",""PIXELIZE (Easy) by Snail's House""]"
Flow,1,Project Skylate,10,55,,,,,,36,,,,2,11,,,,,,9,,,"[""Don't Need You by Project Skylate"",""Don't Need You (Hard) by Project Skylate"",""Let You Go by Project Skylate"",""Let You Go (Hard) by Project Skylate"",""Nepu Nepu Nepu by Project Skylate"",""Nepu Nepu Nepu (Hard) by Project Skylate"",""Paradise by Project Skylate"",""Paradise (Hard) by Project Skylate"",""Ryokucha by Project Skylate"",""Ryokucha (Hard) by Project Skylate"",""Ryokucha (Easy) by Project Skylate"",""Onigiri by Project Skylate"",""Onigiri (Hard) by Project Skylate"",""Skylate's Halloween Electro-Swing Spook-taculaire! by Project Skylate"",""Skylate's Halloween Electro-Swing Spook-taculaire! (Hard) by Project Skylate"",""Skylate's Halloween Electro-Swing Spook-taculaire! (Easy) by Project Skylate"",""Wishing you a very H4RDC0RE Christmas! (With Project Skylate) by Project Skylate"",""Wishing you a very H4RDC0RE Christmas! (With Project Skylate) (Hard) by Project Skylate"",""Wishing you a very H4RDC0RE Christmas! (With Project Skylate) (Easy) by Project Skylate"",""Lights [EXTENDED CUT] by Project Skylate"",""Lights [EXTENDED CUT] (Hard) by Project Skylate"",""Green Tea by Project Skylate"",""Green Tea (Hard) by Project Skylate"",""Reality by Project Skylate"",""Reality (Hard) by Project Skylate"",""Rikka (Make you go) by Project Skylate"",""Rikka (Make you go) (Hard) by Project Skylate"",""Fall by Project Skylate"",""Fall (Hard) by Project Skylate""]"
Flow,1,ARForest,,50,,,25,,,,,20,,,10,,,5,,,,,5,"[""Birds of Plague by ARForest"",""Birds of Plague (Hard) by ARForest"",""Hemisphere(Remake ver.) by ARForest"",""Hemisphere(Remake ver.) (Hard) by ARForest"",""Infection by ARForest"",""Infection (Hard) by ARForest"",""shattered by ARForest"",""shattered (Hard) by ARForest"",""Take It Away by ARForest"",""Take It Away (Hard) by ARForest"",""Farewell by ARForest"",""Farewell (Hard) by ARForest"",""VR in the Virtual World by ARForest"",""VR in the Virtual World (Hard) by ARForest"",""Show Your Style by ARForest"",""Show Your Style (Hard) by ARForest"",""Farewell (Easy) by ARForest"",""Birds of Plague (Easy) by ARForest"",""Postliminium by ARForest"",""Postliminium (Hard) by ARForest"",""Postliminium (Easy) by ARForest"",""Sky Gazer by ARForest"",""Sky Gazer (Hard) by ARForest"",""Sky Gazer (Easy) by ARForest"",""The Last Page by ARForest"",""The Last Page (Hard) by ARForest"",""The Last Page (Easy) by ARForest""]"
Chill,2,Adventure Starlet,75,,,,30,,,,,36,,15,,,,6,,,,,9,"[""Traveler ~stand aloof~ by Se-U-Ra"",""Traveler ~stand aloof~ (Hard) by Se-U-Ra"",""Explorers by Hinkik"",""Explorers (Hard) by Hinkik"",""Realms by Hinkik & A Himitsu"",""Realms (Hard) by Hinkik & A Himitsu"",""Epilogue by Creo"",""Epilogue (Hard) by Creo"",""Traveler ~stand aloof~ (Easy) by Se-U-Ra"",""Spellbound by James Landino"",""Spellbound (Hard) by James Landino"",""Dark Dungeon by Ardolf"",""Dark Dungeon (Hard) by Ardolf"",""Final Battle [EXTENDED CUT] by Waterflame"",""Final Battle [EXTENDED CUT] (Hard) by Waterflame"",""stanciara by brz1128 vs. M-UE"",""stanciara (Hard) by brz1128 vs. M-UE"",""Fairy Dance by UNDEAD CORPORATION"",""Fairy Dance (Hard) by UNDEAD CORPORATION"",""ouroVoros by Team Grimoire"",""ouroVoros (Hard) by Team Grimoire"",""ouroVoros (Easy) by Team Grimoire"",""Dark Dungeon (Easy) by Ardolf"",""MAGENTA POTION by EmoCosine"",""MAGENTA POTION (Hard) by EmoCosine"",""Dusk Till Dawn by Halv"",""Dusk Till Dawn (Hard) by Halv"",""Last Attack by USAO & Massive New Krew"",""Last Attack (Hard) by USAO & Massive New Krew"",""V - All For One by AAAA"",""V - All For One (Hard) by AAAA"",""Energy Elixir by Ardolf"",""Energy Elixir (Hard) by Ardolf"",""Enchanted Lullaby by Ardolf"",""Enchanted Lullaby (Hard) by Ardolf"",""Little World Adventure [EXTENDED CUT] by seatrus"",""Little World Adventure [EXTENDED CUT] (Hard) by seatrus"",""Combat High by Yooh"",""Combat High (Hard) by Yooh""]"
Vibe,1,F-777,,15,,,55,,,,24,,,,3,,,11,,,,6,,"[""Phantom by F-777 & Wyldfyre1"",""Phantom (Hard) by F-777 & Wyldfyre1"",""Space Battle by F-777"",""Space Battle (Hard) by F-777"",""Space Battle (D5wolf! Remix) [EXTENDED CUT] by F-777 (Remixed by D5wolf!)"",""Space Battle (D5wolf! Remix) [EXTENDED CUT] (Hard) by F-777 (Remixed by D5wolf!)"",""Phantom (Easy) by F-777 & Wyldfyre1"",""Space Battle (Easy) by F-777"",""Alone by F-777"",""Alone (Hard) by F-777"",""Cosmic Blaster by F-777"",""Cosmic Blaster (Hard) by F-777"",""Dance of The Violins by F-777"",""Dance of The Violins (Hard) by F-777"",""Dance of The Violins (Easy) by F-777"",""Deadlocked by F-777"",""Deadlocked (Hard) by F-777"",""Dubstepah by F-777"",""Dubstepah (Hard) by F-777"",""Ludicrous Speed by F-777"",""Ludicrous Speed (Hard) by F-777"",""Ludicrous Speed (Easy) by F-777"",""Monster Dance Off by F-777"",""Monster Dance Off (Hard) by F-777"",""Monster Dance Off (Easy) by F-777"",""Shaolin Warrior by F-777"",""Shaolin Warrior (Hard) by F-777"",""Song of Adventures by F-777"",""Song of Adventures (Hard) by F-777"",""Stay Tuned by F-777"",""Stay Tuned (Hard) by F-777"",""Deadlocked (Easy) by F-777"",""Toy Factory by F-777"",""Toy Factory (Hard) by F-777"",""Toy Factory (Easy) by F-777"",""Super Santa by F-777"",""Super Santa (Hard) by F-777"",""Space Battle feat. RoBeats! Remix by F-777 (Covered by FNF feat. RoBeats! Team)"",""Space Battle feat. RoBeats! Remix (Hard) by F-777 (Covered by FNF feat. RoBeats! Team)"",""Deadlocked (Classic Version) [EXTENDED CUT] by F-777"",""Deadlocked (Classic Version) [EXTENDED CUT] (Hard) by F-777"",""Dubstepah (Classic Version) [EXTENDED CUT] by F-777"",""Dubstepah (Classic Version) [EXTENDED CUT] (Hard) by F-777""]"
Flow,2,New Year's Bunny-Girl Zara,,70,25,,,,,28,,,,,14,5,,,,,7,,,"[""Geton the Ascending Current (Spinoff of 'Loudly Cloudy') [EXTENDED CUT] by seatrus"",""Geton the Ascending Current (Spinoff of 'Loudly Cloudy') [EXTENDED CUT] (Hard) by seatrus"",""Daybreaker by EmoCosine"",""Daybreaker (Hard) by EmoCosine"",""Hypervelocity [EXTENDED CUT] by Synthion"",""Hypervelocity [EXTENDED CUT] (Hard) by Synthion"",""Broken White by HyuN"",""Broken White (Hard) by HyuN"",""Lights [EXTENDED CUT] by Project Skylate"",""Lights [EXTENDED CUT] (Hard) by Project Skylate"",""Nobody can stop me [EXTENDED CUT] by Kagetora"",""Nobody can stop me [EXTENDED CUT] (Hard) by Kagetora"",""Imaginary Express by Snail's House"",""Imaginary Express (Hard) by Snail's House"",""Imaginary Express (Easy) by Snail's House"",""Love Pills by EmoCosine"",""Love Pills (Hard) by EmoCosine"",""Strangers (Searching for You) by fusq (feat. kinoine)"",""Strangers (Searching for You) (Hard) by fusq (feat. kinoine)"",""Strangers (Searching for You) (Easy) by fusq (feat. kinoine)"",""Try Resisting Me by Lappy"",""Try Resisting Me (Hard) by Lappy"",""Try Resisting Me (Easy) by Lappy"",""Headspace by Similar Outskirts"",""Headspace (Hard) by Similar Outskirts"",""Wings by Yooh"",""Wings (Hard) by Yooh"",""Interstellar Travel by USAO"",""Interstellar Travel (Hard) by USAO"",""ANASTASiA by BlackY"",""ANASTASiA (Hard) by BlackY"",""Full Restore by Kagi"",""Full Restore (Hard) by Kagi"",""Full Restore (Easy) by Kagi"",""Enchanted Lullaby by Ardolf"",""Enchanted Lullaby (Hard) by Ardolf"",""Ovt of soLar sys7em [EXTENDED CUT] by Halv"",""Ovt of soLar sys7em [EXTENDED CUT] (Hard) by Halv""]"
Beat,1,Boyfriend,,20,,55,,,,,,20,,,4,,11,,,,,,5,"[""Pico by Kawai Sprite"",""Fresh by Kawai Sprite"",""Spookeez by Kawai Sprite"",""Spookeez (Hard) by Kawai Sprite"",""Winter Horrorland by Kawai Sprite feat. Bassetfilms"",""Winter Horrorland (Hard) by Kawai Sprite feat. Bassetfilms"",""South by Kawai Sprite"",""South (Hard) by Kawai Sprite"",""Philly Nice by Kawai Sprite"",""Philly Nice (Hard) by Kawai Sprite"",""Fresh (Hard) by Kawai Sprite"",""Pico (Hard) by Kawai Sprite"",""Dad Battle by Kawai Sprite"",""Dad Battle (Hard) by Kawai Sprite"",""Blammed by Kawai Sprite"",""Blammed (Hard) by Kawai Sprite"",""Bopeebo by Kawai Sprite"",""Bopeebo (Hard) by Kawai Sprite"",""Cocoa by Kawai Sprite"",""Cocoa (Hard) by Kawai Sprite"",""Eggnog by Kawai Sprite"",""Eggnog (Hard) by Kawai Sprite"",""Mom by Kawai Sprite"",""Mom (Hard) by Kawai Sprite"",""Monster by Kawai Sprite feat. Bassetfilms"",""Monster (Hard) by Kawai Sprite feat. Bassetfilms"",""Roses by Kawai Sprite"",""Roses (Hard) by Kawai Sprite"",""Satin by Kawai Sprite"",""Satin (Hard) by Kawai Sprite"",""Thorns by Kawai Sprite"",""Thorns (Hard) by Kawai Sprite"",""Senpai by Kawai Sprite"",""Senpai (Hard) by Kawai Sprite"",""Blammed (Easy) by Kawai Sprite"",""Bopeebo (Easy) by Kawai Sprite"",""Dad Battle (Easy) by Kawai Sprite"",""Eggnog (Easy) by Kawai Sprite"",""Mom (Easy) by Kawai Sprite"",""Philly Nice (Easy) by Kawai Sprite"",""Pico (Easy) by Kawai Sprite"",""Roses (Easy) by Kawai Sprite"",""Senpai (Easy) by Kawai Sprite"",""South (Easy) by Kawai Sprite"",""Spookeez (Easy) by Kawai Sprite"",""Thorns (Easy) by Kawai Sprite"",""Winter Horrorland (Easy) by Kawai Sprite feat. Bassetfilms""]"
Chill,1,Silentroom,65,,,,,,,,20,,,13,,,,,,,,5,,"[""Angel Echo by Silentroom"",""Angel Echo (Hard) by Silentroom"",""Aulture by Silentroom"",""Aulture (Hard) by Silentroom"",""Bhutesha by Silentroom"",""Bhutesha (Hard) by Silentroom"",""GAMEBOY by Silentroom"",""GAMEBOY (Hard) by Silentroom"",""NULCTRL by Silentroom"",""NULCTRL (Hard) by Silentroom"",""NULCTRL (Easy) by Silentroom"",""Nhelv by Silentroom"",""Nhelv (Hard) by Silentroom"",""9876734123 by Silentroom"",""9876734123 (Hard) by Silentroom"",""On our Planet by Silentroom"",""On our Planet (Hard) by Silentroom"",""Rainshower by Silentroom"",""Rainshower (Hard) by Silentroom"",""REBIRTH by Dictate & Silentroom"",""REBIRTH (Hard) by Dictate & Silentroom"",""The Silentroom Collection [EXTENDED CUT] by Silentroom (Arranged by radioactive_am0 and poscle)"",""The Silentroom Collection [EXTENDED CUT] (Hard) by Silentroom (Arranged by radioactive_am0 and poscle)"",""Rainshower (Easy) by Silentroom"",""META-morphose by Silentroom"",""META-morphose (Hard) by Silentroom"",""META-morphose (Easy) by Silentroom"",""The City Where The Rainbow Ends [EXTENDED CUT] by Silentroom & yadrigg"",""The City Where The Rainbow Ends [EXTENDED CUT] (Hard) by Silentroom & yadrigg"",""GAMEBOY (Easy) by Silentroom"",""In My Heart by Silentroom"",""In My Heart (Hard) by Silentroom"",""In My Heart (Easy) by Silentroom""]"
Beat,1,AAAA,,,,65,25,,,,24,,,,,,13,5,,,,6,,"[""kang-fu neko punch!! by AAAA"",""kang-fu neko punch!! (Hard) by AAAA"",""midnight crisis by AAAA"",""midnight crisis (Hard) by AAAA"",""My Childish Philosophy by AAAA"",""My Childish Philosophy (Hard) by AAAA"",""pastel planet by AAAA"",""pastel planet (Hard) by AAAA"",""pastel planet (Easy) by AAAA"",""Stardust by AAAA"",""Stardust (Hard) by AAAA"",""Stardust (Easy) by AAAA"",""Snowy*heart [EXTENDED CUT] by AAAA"",""Snowy*heart [EXTENDED CUT] (Hard) by AAAA"",""Hanami Dango and Drinking Frenzy by AAAA"",""Hanami Dango and Drinking Frenzy (Hard) by AAAA"",""nyabo.exe by AAAA & yadrigg"",""nyabo.exe (Hard) by AAAA & yadrigg"",""V - All For One by AAAA"",""V - All For One (Hard) by AAAA"",""a lonely stella by AAAA"",""a lonely stella (Hard) by AAAA"",""memories of blue by AAAA"",""memories of blue (Hard) by AAAA""]"
Flow,2,Sound Space Cat,40,65,,,,,,,28,,,8,13,,,,,,,7,,"[""Feel The Same by Gardens [Sound Space]"",""Feel The Same (Hard) by Gardens [Sound Space]"",""Feel The Same (Easy) by Gardens [Sound Space]"",""For You by Xeon Diversity [Sound Space]"",""For You (Hard) by Xeon Diversity [Sound Space]"",""For You (Easy) by Xeon Diversity [Sound Space]"",""Grimoire by Gardens [Sound Space]"",""Grimoire (Hard) by Gardens [Sound Space]"",""Home by Sacuna [Sound Space]"",""Home (Hard) by Sacuna [Sound Space]"",""Insane by Sound Space [Sound Space]"",""Insane (Hard) by Sound Space [Sound Space]"",""No More Shinikuen by Korsio [Sound Space]"",""No More Shinikuen (Hard) by Korsio [Sound Space]""]"
Vibe,1,you,,,,,70,,,,,28,,,,,,14,,,,,7,"[""Internet Pajamas Party by you"",""Internet Pajamas Party (Hard) by you"",""Internet Pajamas Party (Easy) by you"",""Let's Jump! by you (feat. nayuta)"",""Let's Jump! (Hard) by you (feat. nayuta)"",""Let's Jump! (Easy) by you (feat. nayuta)"",""Marble Spray by you"",""Marble Spray (Hard) by you"",""Mitsuri by you"",""Mitsuri (Hard) by you"",""Out of Focus by you"",""Out of Focus (Hard) by you"",""LOLLY [EXTENDED CUT] by you"",""LOLLY [EXTENDED CUT] (Hard) by you"",""Sokka by you"",""Sokka (Hard) by you""]"
Vibe,1,Fusq,20,,,,65,,24,,,,,4,,,,13,,6,,,,"[""Gateway by fusq"",""Gateway (Hard) by fusq"",""Like You! by fusq"",""Like You! (Hard) by fusq"",""Perfume! by fusq"",""Perfume! (Hard) by fusq"",""Yeah! by fusq"",""Yeah! (Hard) by fusq"",""Blush by fusq feat. MYLK"",""Blush (Hard) by fusq feat. MYLK"",""Inner by fusq feat. MYLK"",""Inner (Hard) by fusq feat. MYLK"",""Cutie Cutie by fusq"",""Cutie Cutie (Hard) by fusq"",""No Time by fusq (feat. kinoine)"",""No Time (Hard) by fusq (feat. kinoine)"",""Strangers (Searching for You) by fusq (feat. kinoine)"",""Strangers (Searching for You) (Hard) by fusq (feat. kinoine)"",""Strangers (Searching for You) (Easy) by fusq (feat. kinoine)""]"
Vibe,1,Chroma,,,,15,55,,,,,24,,,,,3,11,,,,,6,"[""Farewell, My Friend by Chroma"",""Rice Expedition - Looking for the Voice of Dawn by Chroma feat. Uchu Imagawa"",""Rice Expedition - Looking for the Voice of Dawn (Hard) by Chroma feat. Uchu Imagawa"",""Farewell, My Friend (Hard) by Chroma"",""Share Friendship by Chroma"",""Share Friendship (Hard) by Chroma"",""[@_@] by Chroma"",""Summer Met With a Meteor Shower by Chroma"",""Summer Met With a Meteor Shower (Hard) by Chroma"",""Dreaming of Flying in the Night Sky by Chroma (feat. mikanzil)"",""Dreaming of Flying in the Night Sky (Hard) by Chroma (feat. mikanzil)"",""[@_@] (Hard) by Chroma"",""Learn The Language by Chroma"",""Learn The Language (Hard) by Chroma"",""Magic by Chroma"",""Magic (Hard) by Chroma"",""Dark Sheep [EXTENDED CUT] by Chroma"",""Dark Sheep [EXTENDED CUT] (Hard) by Chroma"",""Chroma 'Heavenly' Mashup [EXTENDED CUT] by Chroma (Arranged by CosmosGalaxies & iiJohn0)"",""Chroma 'Heavenly' Mashup [EXTENDED CUT] (Hard) by Chroma (Arranged by CosmosGalaxies & iiJohn0)"",""[@_@] (Easy) by Chroma"",""Dark Sheep [EXTENDED CUT] (Easy) by Chroma"",""Summer Met With a Meteor Shower (Easy) by Chroma"",""The first snowfall on my secret base by Chroma"",""The first snowfall on my secret base (Hard) by Chroma"",""The first snowfall on my secret base (Easy) by Chroma"",""Guardian Of The Flower Offering by Chroma"",""Guardian Of The Flower Offering (Hard) by Chroma"",""Guardian Of The Flower Offering (Easy) by Chroma"",""sink to the deep sea world [EXTENDED CUT] by Chroma"",""sink to the deep sea world [EXTENDED CUT] (Hard) by Chroma"",""A City That Rejoices In Love by Chroma"",""A City That Rejoices In Love (Hard) by Chroma"",""Good Morning My Dearest Robot by Chroma"",""Good Morning My Dearest Robot (Hard) by Chroma"",""The Observer's Story by Chroma"",""The Observer's Story (Hard) by Chroma""]"
